"school.name","school.city","school.state","school.ownership","school.degrees_awarded.highest","school.degrees_awarded.predominant"
"Western Colorado University","Gunnison","CO",1,4,3
"Albertus Magnus College","New Haven","CT",2,4,3
"Bais Binyomin Academy","Monsey","NY",2,0,2
"University of Bridgeport","Bridgeport","CT",2,4,3
"Central Connecticut State University","New Britain","CT",1,4,3
"Charter Oak State College","New Britain","CT",1,4,3
"Cortiva Institute","Cromwell","CT",3,1,1
"Connecticut College","New London","CT",2,3,3
"Porter & Chester Institute of Hamden","Hamden","CT",3,1,1
"University of Connecticut","Storrs","CT",1,4,3
"Goodwin University","East Hartford","CT",2,4,2
"Lincoln Technical Institute-East Windsor","East Windsor","CT",3,1,1
"Eastern Connecticut State University","Willimantic","CT",1,4,3
"Fairfield University","Fairfield","CT",2,4,3
"Paul Mitchell the School-North Haven","North Haven","CT",3,1,1
"Connecticut State Community College","Hartford","CT",1,2,2
"Rensselaer at Hartford","Hartford","CT",2,4,4
"American Institute-West Hartford","West Hartford","CT",3,1,1
"Hartford International University for Religion and Peace","Hartford","CT",2,4,4
"University of Hartford","West Hartford","CT",2,4,3
"Holy Apostles College and Seminary","Cromwell","CT",2,4,3
"Mitchell College","New London","CT",2,3,3
"Lincoln Technical Institute-New Britain","New Britain","CT",3,1,1
"New England Tractor Trailer Training School of Connecticut","Somers","CT",3,1,1
"University of New Haven","West Haven","CT",2,4,3
"Paier College","Bridgeport","CT",3,4,3
"Porter & Chester Institute","Bridgeport","CT",3,1,1
"Post University","Waterbury","CT",3,4,3
"Quinnipiac University","Hamden","CT",2,4,3
"Sacred Heart University","Fairfield","CT",2,4,3
"University of Saint Joseph","West Hartford","CT",2,4,3
"Southern Connecticut State University","New Haven","CT",1,4,3
"Trinity College","Hartford","CT",2,4,3
"United States Coast Guard Academy","New London","CT",1,3,3
"Wesleyan University","Middletown","CT",2,4,3
"Western Connecticut State University","Danbury","CT",1,4,3
"Yale University","New Haven","CT",2,4,3
"Margaret H Rollins School of Nursing at Beebe Medical Center","Lewes","DE",2,1,1
"Dawn Career Institute LLC","Newark","DE",3,1,1
"Delaware Technical Community College-Terry","Dover","DE",1,3,2
"Delaware State University","Dover","DE",1,4,3
"University of Delaware","Newark","DE",1,4,3
"Goldey-Beacom College","Wilmington","DE",2,4,3
"Schilling-Douglas School of Hair Design","Newark","DE",3,1,1
"Wilmington University","New Castle","DE",2,4,3
"American University","Washington","DC",2,4,3
"The Catholic University of America","Washington","DC",2,4,3
"University of the District of Columbia","Washington","DC",1,4,3
"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","Washington","DC",2,4,4
"Gallaudet University","Washington","DC",2,4,3
"George Washington University","Washington","DC",2,4,3
"Georgetown University","Washington","DC",2,4,3
"Howard University","Washington","DC",2,4,3
"Strayer University-District of Columbia","Washington","DC",3,4,3
"National Conservatory of Dramatic Arts","Washington","DC",2,1,1
"Trinity Washington University","Washington","DC",2,4,3
"Wesley Theological Seminary","Washington","DC",2,4,4
"Atlantic Technical College","Coconut Creek","FL",1,1,1
"Baptist University of Florida","Graceville","FL",2,4,3
"Barry University","Miami","FL",2,4,3
"Bethune-Cookman University","Daytona Beach","FL",2,4,3
"Lynn University","Boca Raton","FL",2,4,3
"North Florida Technical College","Starke","FL",1,1,1
"Eastern Florida State College","Melbourne","FL",1,3,2
"Broward College","Fort Lauderdale","FL",1,3,2
"Albizu University-Miami","Miami","FL",2,4,3
"College of Central Florida","Ocala","FL",1,3,1
"Johnson University Florida","Kissimmee","FL",2,3,3
"University of Central Florida","Orlando","FL",1,4,3
"Charlotte Technical College","Port Charlotte","FL",1,1,1
"Chipola College","Marianna","FL",1,3,2
"Lorenzo Walker Technical College","Naples","FL",1,1,1
"Daytona State College","Daytona Beach","FL",1,3,2
"South University-West Palm Beach","Royal Palm Beach","FL",3,4,3
"Eckerd College","Saint Petersburg","FL",2,3,3
"Florida SouthWestern State College","Fort Myers","FL",1,3,2
"Edward Waters University","Jacksonville","FL",2,4,3
"Embry-Riddle Aeronautical University-Daytona Beach","Daytona Beach","FL",2,4,3
"Florida Agricultural and Mechanical University","Tallahassee","FL",1,4,3
"Florida Atlantic University","Boca Raton","FL",1,4,3
"Florida State College at Jacksonville","Jacksonville","FL",1,3,2
"Flagler College","Saint Augustine","FL",2,4,3
"Florida College","Temple Terrace","FL",2,3,2
"Concorde Career Institute-Jacksonville","Jacksonville","FL",3,2,1
"Concorde Career Institute-Miramar","Miramar","FL",3,2,1
"Concorde Career Institute-Tampa","Tampa","FL",3,2,1
"AdventHealth University","Orlando","FL",2,4,3
"Florida Institute of Technology","Melbourne","FL",2,4,3
"Florida International University","Miami","FL",1,4,3
"The College of the Florida Keys","Key West","FL",1,3,1
"Florida Memorial University","Miami Gardens","FL",2,4,3
"Florida Career College-Miami","Miami","FL",3,2,1
"Florida School of Massage","Gainesville","FL",3,1,1
"Florida Southern College","Lakeland","FL",2,4,3
"Florida State University","Tallahassee","FL",1,4,3
"University of Florida","Gainesville","FL",1,4,3
"Fort Pierce Beauty Academy","Fort Pierce","FL",3,1,1
"Full Sail University","Winter Park","FL",3,4,3
"George Stone Technical College","Pensacola","FL",1,1,1
"George T Baker Aviation Technical College","Miami","FL",1,1,1
"Gulf Coast State College","Panama City","FL",1,3,2
"Key College","Fort Lauderdale","FL",3,2,2
"Hillsborough Community College","Tampa","FL",1,2,2
"Hobe Sound Bible College","Hobe Sound","FL",2,4,3
"Hollywood Institute of Beauty Careers","Hollywood","FL",3,1,1
"Cortiva Institute","St. Petersburg","FL",3,1,1
"Indian River State College","Fort Pierce","FL",1,3,2
"International Academy","South Daytona","FL",3,1,1
"Jacksonville University","Jacksonville","FL",2,4,3
"Keiser University-Ft Lauderdale","Fort Lauderdale","FL",2,4,2
"La Belle Beauty School","Hialeah","FL",3,1,1
"Florida Gateway College","Lake City","FL",1,3,1
"Lake Technical College","Eustis","FL",1,1,1
"Lake-Sumter State College","Leesburg","FL",1,3,2
"Fort Myers Technical College","Fort Myers","FL",1,1,1
"Lively Technical College","Tallahassee","FL",1,1,1
"Lindsey Hopkins Technical College","Miami","FL",1,1,1
"Loraines Academy & Spa","Saint Petersburg","FL",3,1,1
"Luther Rice College & Seminary","Lithonia","GA",2,4,3
"State College of Florida-Manatee-Sarasota","Bradenton","FL",1,3,2
"Manatee Technical College","Bradenton","FL",1,1,1
"Traviss Technical College","Lakeland","FL",1,1,1
"Merryfield Academy","Oakland Park","FL",3,1,1
"Trinity International University-Florida","Miami","FL",2,4,3
"Miami Lakes Educational Center and Technical College","Miami Lakes","FL",1,1,1
"Miami Dade College","Miami","FL",1,3,2
"University of Miami","Coral Gables","FL",2,4,3
"Orange Technical College-South Campus","Orlando","FL",1,1,1
"Paul Mitchell the School-Jacksonville","Jacksonville","FL",3,1,1
"North Florida College","Madison","FL",1,3,2
"University of North Florida","Jacksonville","FL",1,4,3
"Nova Southeastern University","Fort Lauderdale","FL",2,4,3
"Northwest Florida State College","Niceville","FL",1,3,2
"Orange Technical College","Orlando","FL",1,1,1
"Palm Beach Atlantic University","West Palm Beach","FL",2,4,3
"Palm Beach State College","Lake Worth","FL",1,3,2
"Pasco-Hernando State College","New Port Richey","FL",1,3,2
"Pensacola State College","Pensacola","FL",1,3,2
"Pinellas Technical College-Clearwater","Clearwater","FL",1,1,1
"Polk State College","Winter Haven","FL",1,3,2
"Radford M Locklin Technical College","Milton","FL",1,1,1
"Saint Vincent de Paul Regional Seminary","Boynton Beach","FL",2,4,4
"Ridge Technical College","Winter Haven","FL",1,1,1
"Ringling College of Art and Design","Sarasota","FL",2,3,3
"Robert Morgan Educational Center and Technical College","Miami","FL",1,1,1
"Rollins College","Winter Park","FL",2,4,3
"First Coast Technical College","Saint Augustine","FL",1,1,1
"Saint Leo University","Saint Leo","FL",2,4,3
"St Petersburg College","St. Petersburg","FL",1,3,2
"Pinellas Technical College-St. Petersburg","Saint Petersburg","FL",1,1,1
"Santa Fe College","Gainesville","FL",1,3,2
"Suncoast Technical College","Sarasota","FL",1,1,1
"Seminole State College of Florida","Sanford","FL",1,3,1
"Sheridan Technical College","Hollywood","FL",1,1,1
"St. John Vianney College Seminary","Miami","FL",2,4,3
"Saint Johns River State College","Palatka","FL",1,3,2
"South Florida State College","Avon Park","FL",1,3,2
"University of South Florida","Tampa","FL",1,4,3
"St. Thomas University","Miami Gardens","FL",2,4,3
"Stetson University","DeLand","FL",2,4,3
"Southeastern University","Lakeland","FL",2,4,3
"Bene's Career Academy","New Port Richey","FL",3,1,1
"Riveroak Technical College","Live Oak","FL",1,1,1
"Tallahassee Community College","Tallahassee","FL",1,3,2
"Talmudic College of Florida","Miami Beach","FL",2,3,3
"The University of Tampa","Tampa","FL",2,4,3
"Big Bend Technical College","Perry","FL",1,1,1
"Tom P. Haney Technical College","Panama City","FL",1,1,1
"Trinity Baptist College","Jacksonville","FL",2,4,3
"Trinity College of Florida","Trinity","FL",2,3,3
"Valencia College","Orlando","FL",1,3,2
"Warner University","Lake Wales","FL",2,4,3
"Florida Panhandle Technical College","Chipley","FL",1,1,1
"Webber International University","Babson Park","FL",2,4,3
"Rasmussen University-Florida","Ocala","FL",3,3,2
"University of West Florida","Pensacola","FL",1,4,3
"Orange Technical College-West Campus","Winter Garden","FL",1,1,1
"William T McFatter Technical College","Davie","FL",1,1,1
"Orange Technical College-East Campus","Winter Park","FL",1,1,1
"Withlacoochee Technical College","Inverness","FL",1,1,1
"Abraham Baldwin Agricultural College","Tifton","GA",1,3,3
"Agnes Scott College","Decatur","GA",2,4,3
"Interactive College of Technology-Chamblee","Chamblee","GA",3,2,1
"Interactive College of Technology-Morrow","Morrow","GA",3,2,1
"Albany Technical College","Albany","GA",1,2,1
"Albany State University","Albany","GA",1,4,3
"Andrew College","Cuthbert","GA",2,3,2
"Georgia Career Institute","Conyers","GA",3,1,1
"Atlanta Technical College","Atlanta","GA",1,2,1
"Point University","West Point","GA",2,4,3
"Atlanta Metropolitan State College","Atlanta","GA",1,3,2
"Atlanta's John Marshall Law School","Atlanta","GA",3,4,4
"Atlanta School of Massage","Atlanta","GA",3,1,1
"Clark Atlanta University","Atlanta","GA",2,4,3
"Augusta Technical College","Augusta","GA",1,2,1
"Berry College","Mount Berry","GA",2,4,3
"Beulah Heights University","Atlanta","GA",2,4,3
"Brenau University","Gainesville","GA",2,4,3
"Brewton-Parker College","Mount Vernon","GA",2,3,3
"College of Coastal Georgia","Brunswick","GA",1,3,3
"West Georgia Technical College","Waco","GA",1,2,1
"Clayton  State University","Morrow","GA",1,4,3
"Columbia Theological Seminary","Decatur","GA",2,4,4
"Columbus Technical College","Columbus","GA",1,2,1
"Columbus State University","Columbus","GA",1,4,3
"Georgia Northwestern Technical College","Rome","GA",1,2,1
"Covenant College","Lookout Mountain","GA",2,4,3
"Dalton State College","Dalton","GA",1,3,3
"Pro Way Hair School","Stone Mountain","GA",3,1,1
"South University-Savannah","Savannah","GA",3,4,3
"East Georgia State College","Swainsboro","GA",1,3,2
"Emmanuel University","Franklin Springs","GA",2,3,3
"Emory University","Atlanta","GA",2,4,3
"Georgia Highlands College","Rome","GA",1,3,2
"Fort Valley State University","Fort Valley","GA",1,4,3
"Grady Health System Professional Schools","Atlanta","GA",1,1,1
"Georgia Institute of Technology-Main Campus","Atlanta","GA",1,4,3
"Georgia Southwestern State University","Americus","GA",1,4,3
"Georgia College & State University","Milledgeville","GA",1,4,3
"Georgia Southern University","Statesboro","GA",1,4,3
"Georgia State University","Atlanta","GA",1,4,3
"University of Georgia","Athens","GA",1,4,3
"Gordon State College","Barnesville","GA",1,3,2
"Southern Crescent Technical College","Griffin","GA",1,2,1
"Gupton Jones College of Funeral Service","Decatur","GA",2,2,2
"Gwinnett College-Lilburn","Lilburn","GA",3,2,1
"Gwinnett Technical College","Lawrenceville","GA",1,2,1
"Interdenominational Theological Center","Atlanta","GA",2,4,4
"LaGrange College","Lagrange","GA",2,4,3
"Lanier Technical College","Gainesville","GA",1,2,1
"Life University","Marietta","GA",2,4,3
"Chattahoochee Technical College","Marietta","GA",1,2,1
"Herzing University-Atlanta","Atlanta","GA",2,4,2
"Mercer University","Macon","GA",2,4,3
"Morehouse College","Atlanta","GA",2,3,3
"Morehouse School of Medicine","Atlanta","GA",2,4,4
"Morris Brown College","Atlanta","GA",2,3,3
"North Georgia Technical College","Clarkesville","GA",1,2,1
"Oglethorpe University","Atlanta","GA",2,3,3
"Paine College","Augusta","GA",2,3,3
"Piedmont University","Demorest","GA",2,4,3
"Miami Ad School-Atlanta","Atlanta","GA",3,1,1
"Reinhardt University","Waleska","GA",2,4,3
"Savannah Technical College","Savannah","GA",1,2,1
"Savannah College of Art and Design","Savannah","GA",2,4,3
"Savannah State University","Savannah","GA",1,4,3
"Shorter University","Rome","GA",2,4,3
"South Georgia Technical College","Americus","GA",1,2,1
"Spelman College","Atlanta","GA",2,3,3
"Thomas University","Thomasville","GA",2,4,3
"Toccoa Falls College","Toccoa Falls","GA",2,4,3
"Truett McConnell University","Cleveland","GA",2,4,3
"Wiregrass Georgia Technical College","Valdosta","GA",1,2,1
"Valdosta State University","Valdosta","GA",1,4,3
"Wesleyan College","Macon","GA",2,4,3
"University of West Georgia","Carrollton","GA",1,4,3
"Young Harris College","Young Harris","GA",2,4,3
"Chaminade University of Honolulu","Honolulu","HI",2,4,3
"University of Hawaii at Hilo","Hilo","HI",1,4,3
"University of Hawaii at Manoa","Honolulu","HI",1,4,3
"Hawaii Institute of Hair Design","Honolulu","HI",3,1,1
"Hawaii Pacific University","Honolulu","HI",2,4,3
"Honolulu Community College","Honolulu","HI",1,2,2
"Kapiolani Community College","Honolulu","HI",1,2,2
"Kauai Community College","Lihue","HI",1,2,1
"Leeward Community College","Pearl City","HI",1,2,2
"University of Hawaii Maui College","Kahului","HI",1,3,2
"University of Hawaii-West Oahu","Kapolei","HI",1,3,3
"Windward Community College","Kaneohe","HI",1,2,2
"Carrington College-Boise","Boise","ID",3,2,1
"Boise Bible College","Boise","ID",2,3,3
"Boise State University","Boise","ID",1,4,3
"College of Eastern Idaho","Idaho Falls","ID",1,2,2
"Idaho State University","Pocatello","ID",1,4,3
"University of Idaho","Moscow","ID",1,4,3
"The College of Idaho","Caldwell","ID",2,4,3
"Lewis-Clark State College","Lewiston","ID",1,4,3
"Aveda Institute-Twin Falls","Twin Falls","ID",3,1,1
"North Idaho College","Coeur d'Alene","ID",1,2,1
"Northwest Nazarene University","Nampa","ID",2,4,3
"Nathan Layne Institute of Cosmetology","Chubbuck","ID",3,1,1
"Brigham Young University-Idaho","Rexburg","ID",2,3,3
"College of Southern Idaho","Twin Falls","ID",1,3,2
"Adler University","Chicago","IL",2,4,4
"American Academy of Art College","Chicago","IL",3,3,3
"American Islamic College","Chicago","IL",2,3,3
"School of the Art Institute of Chicago","Chicago","IL",2,4,3
"Augustana College","Rock Island","IL",2,4,3
"Aurora University","Aurora","IL",2,4,3
"Southwestern Illinois College","Belleville","IL",1,2,1
"Bethany Theological Seminary","Richmond","IN",2,4,4
"Black Hawk College","Moline","IL",1,2,1
"Blackburn College","Carlinville","IL",2,3,3
"Blessing Rieman College of Nursing and Health Sciences","Quincy","IL",2,4,3
"Bradley University","Peoria","IL",2,4,3
"Paul Mitchell the School-Tinley Park","Tinley Park","IL",3,1,1
"Cameo Beauty Academy","Oak Lawn","IL",3,1,1
"Cannella School of Hair Design-Villa Park","Villa Park","IL",3,1,1
"Cannella School of Hair Design-Chicago","Chicago","IL",3,1,1
"Cannella School of Hair Design-Chicago","Chicago","IL",3,1,1
"Capri Beauty College","Oak Forest","IL",3,1,1
"Carl Sandburg College","Galesburg","IL",1,2,2
"Catholic Theological Union at Chicago","Chicago","IL",2,4,4
"Midwestern University-Downers Grove","Downers Grove","IL",2,4,4
"The Chicago School at Chicago","Chicago","IL",2,4,3
"Chicago State University","Chicago","IL",1,4,3
"Chicago Theological Seminary","Chicago","IL",2,4,4
"University of Chicago","Chicago","IL",2,4,3
"City Colleges of Chicago-Kennedy-King College","Chicago","IL",1,2,1
"City Colleges of Chicago-Malcolm X College","Chicago","IL",1,2,1
"City Colleges of Chicago-Olive-Harvey College","Chicago","IL",1,2,1
"City Colleges of Chicago-Harry S Truman College","Chicago","IL",1,2,1
"City Colleges of Chicago-Richard J Daley College","Chicago","IL",1,2,1
"City Colleges of Chicago-Harold Washington College","Chicago","IL",1,2,2
"City Colleges of Chicago-Wilbur Wright College","Chicago","IL",1,2,2
