"","date","locality","state","school.name","location","title","event_type","organizations","participants","claims_summary","size_mean","year","schools","method","school.city","school.state","school.ownership","school.degrees_awarded.highest","state_politics","public","region","pal","arrests"
"491",2024-09-04,"normal","il","Illinois State University","illinois state university","March for LGBTQ+ Safety",NA,"Young Democratic Socialists of America","students","for LGBTQ+ safety in Illinois;against hate crime against LGBTQ+ student on Illinois State campus on August 24th",50,2024,NA,"Chenoweth","Normal","IL",1,4,"Democratic-State","Public","midwest","Non-Gaza Related","No Arrests"
"492",2024-09-04,"new orleans","la","Tulane University of Louisiana","tulane university",NA,NA,"Students for a Democratic Society",NA,"for Tulane University to drop the displinary sanctions against students involved in the Popular University for Palestine encampment;for Palestinian liberation;for disclosure of Tulane University's investments;for divestment from Israel",40,2024,NA,"Chenoweth",NA,"LA",2,4,"Republican-State","Private","south","Gaza Related","Arrests"
"493",2024-09-04,"new york","ny","Columbia University in the City of New York","columbia university, manhattan","Welcome to IGP: Israel Global Propagandists",NA,"Columbia SJP","students","against Hillary Clinton;against genocide propaganda and militarism at Columbia University;for Palestinian liberation",30,2024,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"494",2024-09-04,"new york","ny","Columbia University in the City of New York","columbia university, manhattan",NA,NA,NA,NA,"against pro-Palestine demonstration at Columbia University;for release of hostages held by Hamas;in solidarity with Israel",2,2024,NA,"Chenoweth",NA,"NY",2,4,"Democratic-State","Private","northeast","Gaza Related","Arrests"
"495",2024-09-04,"swarthmore","pa","Swarthmore College","swarthmore college","People's Deorientation",NA,"Swarthmore SJP; Swarthmore JVP; ENLACE; First-Generation Low-Income Council; Swarthmore Queer Union; Black at Swarthmore",NA,"for divesting Swarthmore College from Israel;against genocide in Gaza;for Palestinian liberation",55,2024,NA,"Chenoweth","Swarthmore","PA",2,3,"Republican-State","Private","northeast","Gaza Related","No Arrests"
"496",2024-09-04,"richmond","va","Virginia Commonwealth University","virginia commonwealth university","VCU Walkout for Palestine",NA,"SJP at VCU","students","for divesting Virginia Commonwealth University from Israel;against genocide in Gaza;against new restrictions on protest activity at Virginia Commonwealth University;for Palestinian liberation",200,2024,NA,"Chenoweth","Richmond","VA",1,4,"Democratic-State","Public","south","Gaza Related","Arrests"
"497",2024-09-04,"milwaukee","wi","University of Wisconsin-Milwaukee","university of wisconsin milwaukee","Rally for Palestine",NA,"UWM Popular University for Palestine; UWM SDS; Muslim Student Association; SJP; YDSA; UnPAC","students","for divesting University of Wisconsin Milwaukee from Israel;against genocide in Gaza;for Palestinian liberation",80,2024,NA,"Chenoweth",NA,"WI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"498",2024-09-05,"cambridge","ma","Harvard University","harvard university","Keffiyeh Thursdays",NA,"Harvard Undergraduate Palestine Solidarity Committee","students","for Palestinian liberation",42,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"499",2024-09-05,"new york","ny","College of Staten Island CUNY","college of staten island, staten island",NA,NA,NA,"students","for divesting City College of New York from Israel;for academic boycott of Israel;for removing police from CUNY campuses;for tuition-free CUNY;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NY",1,4,"Democratic-State","Public","northeast","Gaza Related","No Arrests"
"500",2024-09-05,"new york","ny","Fashion Institute of Technology","fashion institute of technology, manhattan","Back-to-School Rally",NA,"FIT SJP; Neturei Karta; Workers World Party","students","for divesting Fashion Institute of Technology from Israel;against genocide in Gaza;against restrictions on FIT students' rights to free speech and assembly;for Palestinian liberation",55,2024,NA,"Chenoweth",NA,"NY",1,4,"Democratic-State","Public","northeast","Gaza Related","Arrests"
"501",2024-09-05,"milwaukee","wi","University of Wisconsin-Milwaukee","university of wisconsin-milwaukee",NA,NA,NA,"elected officials","for Donald Trump for U.S. president",NA,2024,NA,"Chenoweth","Milwaukee","WI",1,4,"Republican-State","Public","midwest","Non-Gaza Related","Arrests"
"502",2024-09-06,"claremont","ca","Harvey Mudd College","harvey mudd college",NA,NA,NA,NA,"against the military-industrial complex;for anti-military organizing",NA,2024,NA,"Chenoweth","Claremont","CA",2,3,"Democratic-State","Private","west","Non-Gaza Related","No Arrests"
"503",2024-09-06,"los angeles","ca","University of Southern California","university of southern california","Vigil for Palestine",NA,"USC Divest from Death; USC SJP; USC Student Coalition Against Labor Exploitation",NA,"in remembrance of Palestinians killed in Gaza;against genocide in Gaza;for Palestinian liberation",45,2024,NA,"Chenoweth","Los Angeles","CA",2,4,"Democratic-State","Private","west","Gaza Related","Arrests"
"504",2024-09-06,"orange","ca","Chapman University","chapman university","Chalking in the Piazza",NA,"SJP Chapman",NA,"for Palestinian liberation",NA,2024,NA,"Chenoweth","Orange","CA",2,4,"Democratic-State","Private","west","Gaza Related","No Arrests"
"505",2024-09-06,"san francisco","ca","University of California-San Francisco","university of california san francisco","Healthcare Workers Rally for Palestine",NA,"JVP at UCSF; SJP at UCSF; FSJP @ UCSF","staff; faculty; students","against repression of pro-Palestinian healthcare workers and staff at University of California San Francisco;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Gaza Related","No Arrests"
"506",2024-09-06,"denver","co","University of Colorado Denver/Anschutz Medical Campus","auraria campus","Justice for Sama Tabil",NA,"Community in Solidarity for Palestine Denver; Colorado CD7 Watermelon; The Veraluz Collective; Lunch Punks; Denver Communists",NA,"in solidarity with Palestinian children in Gaza;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"CO",1,4,"Democratic-State","Public","west","Gaza Related","Arrests"
"507",2024-09-06,"iowa city","ia","University of Iowa","university of iowa","Ceasefire Now Rally",NA,"Iowans for Palestine",NA,"for ceasefire in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Iowa City","IA",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"508",2024-09-06,"cambridge","ma","Harvard University","harvard university",NA,NA,"Harvard Out of Occupied Palestine","students","for divesting Harvard University from Israel;against genocide in Gaza;for Palestinian liberation",65,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"509",2024-09-06,"cambridge","ma","Harvard University","harvard university",NA,NA,NA,"alumni; students","against pro-Palestine rally;in solidarity with Israel",5,2024,NA,"Chenoweth","Cambridge","MA",2,4,"Democratic-State","Private","northeast","Gaza Related","No Arrests"
"510",2024-09-06,"pittsburgh","pa","University of Pittsburgh-Pittsburgh Campus","university of pittsburgh",NA,NA,"Fossil Free Pitt Coalition",NA,"against University of Pittsburgh's role in causing climate change",NA,2024,NA,"Chenoweth",NA,"PA",1,4,"Republican-State","Public","northeast","Non-Gaza Related","Arrests"
"511",2024-09-07,"los angeles","ca","University of California-Los Angeles","federal building, 11000 wilshire blvd; university of california los angeles",NA,NA,"Beverly Hills Freedom Rally",NA,"for Donald Trump for U.S. president;for patriotism",NA,2024,NA,"Chenoweth",NA,"CA",1,4,"Democratic-State","Public","west","Non-Gaza Related","Arrests"
"512",2024-09-07,"malibu","ca","Pepperdine University","pepperdine university; oxnard, ca; port huneme, ca","3rd Annual 9/11 Patriots Weekend Remembrance Cruise",NA,"805 Patriots",NA,"in commemoration of 9/11;for patriotism;for Donald Trump for U.S. president",NA,2024,NA,"Chenoweth",NA,"CA",2,4,"Democratic-State","Private","west","Non-Gaza Related","No Arrests"
"513",2024-09-07,"iowa city","ia","University of Iowa","university of iowa",NA,NA,"Iowans for Palestine; Iowa City SJP; University of Iowa Action for Palestine; PeacebyPeace",NA,"against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Iowa City","IA",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"514",2024-09-07,"bloomington","in","Indiana University-Bloomington","indiana university","Stand With the West Bank",NA,"Palestine Solidarity Committee IU","students","against Israel's military attacks on the West Bank;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"515",2024-09-07,"columbia","mo","University of Missouri-Columbia","university of missouri; columbia city hall","Ceasefire Now",NA,"Mizzou Students for Justice in Palestine; ICCM; YDSA; University of Missouri MSO; Mid-Missourians for Justice in Palestine",NA,"for ceasefire in Gaza;against genocide in Gaza",NA,2024,NA,"Chenoweth",NA,"MO",1,4,"Republican-State","Public","midwest","Gaza Related","No Arrests"
"516",2024-09-08,"bloomington","in","Indiana University-Bloomington","indiana university","Our Rights Don't Expire at 11 PM",NA,"IU on Strike",NA,"against restrictions on free speech at Indiana University;against repression of pro-Palestinian protesters;for Palestinian liberation",42,2024,NA,"Chenoweth",NA,"IN",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"517",2024-09-08,"burlington","vt","University of Vermont","university of vermont","March With Burlington Pride",NA,"UVM SJP; Queer Student Union; UVM Jews for Liberation; UVM YDSA; UVM Union of Students","students","against genocide in Gaza;against pinkwashing;against Zionism;for Palestinian liberation;for queer liberation;against imperialism",NA,2024,NA,"Chenoweth","Burlington","VT",1,4,"Democratic-State","Public","northeast","Gaza Related","No Arrests"
"518",2024-09-09,"chicago","il","University of Chicago","university of chicago",NA,NA,"Midwest Coalition for Free States",NA,"for Palestinian liberation",NA,2024,NA,"Chenoweth","Chicago","IL",2,4,"Democratic-State","Private","midwest","Gaza Related","No Arrests"
"519",2024-09-09,"hanover","nh","Dartmouth College","dartmouth college",NA,NA,"Dartmouth New Deal Coalition",NA,"for divesting Dartmouth College from Israel;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth","Hanover","NH",2,4,"Republican-State","Private","northeast","Gaza Related","Arrests"
"520",2024-09-09,"oberlin","oh","Oberlin College","oberlin college","Vigil for Palestine",NA,"Oberlin College for Palestine",NA,"against genocide in Gaza;against U.S. aid to Israel;for Palestinian liberation",NA,2024,NA,"Chenoweth","Oberlin","OH",2,4,"Republican-State","Private","midwest","Gaza Related","No Arrests"
"521",2024-09-10,"ann arbor","mi","University of Michigan-Ann Arbor","university of michigan","Tatreez Tuesdays",NA,"University of Michigan Faculty and Staff for Justice in Palestine",NA,"in remembrance of Palestinians killed in Gaza since October 2023;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"MI",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"522",2024-09-10,"las vegas","nv","University of Nevada-Las Vegas","university of nevada las vegas",NA,NA,"UNLV SJP","students","in remembrance of Aysenur Ezgi Eygi;against genocide in Gaza;for Palestinian liberation",NA,2024,NA,"Chenoweth",NA,"NV",1,4,"Republican-State","Public","west","Gaza Related","No Arrests"
"523",2024-09-10,"columbus","oh","Ohio State University-Main Campus","ohio state university","Honoring Our Martyrs",NA,"SJP OSU; Faculty and Staff for Justice in Palestine OSU","students; faculty; staff","in remembrance of Palestinians killed in Gaza and the West Bank;in remembrance of Aysenur Exgi Eygi;against genocide in Gaza;for Palestinian liberation",50,2024,NA,"Chenoweth",NA,"OH",1,4,"Republican-State","Public","midwest","Gaza Related","Arrests"
"524",2024-09-10,"columbus","oh","Ohio State University-Main Campus","ohio state university","Mollie Easley Student Suicide Awareness March",NA,"Student Veterans Organization","students","for suicide awareness;for preventing veterans' suicide",30,2024,NA,"Chenoweth",NA,"OH",1,4,"Republican-State","Public","midwest","Non-Gaza Related","Arrests"
"525",2024-09-10,"pittsburgh","pa","University of Pittsburgh-Pittsburgh Campus","university of pittsburgh","Rally to Show the Administration That We're Ready to Vote Ready to Bargain",NA,"Pitt Graduate Workers Union; United Steelworkers","graduate student workers","for collective bargaining rights for graduate student workers at University of Pittsburgh",NA,2024,NA,"Chenoweth",NA,"PA",1,4,"Republican-State","Public","northeast","Non-Gaza Related","Arrests"
